OccNo,OccYear,OccDate,OccClassID,OccurrenceType,OccSubType,AccIncType,AccIncSubType,Region,NearLocDescription,NearLocDistance,Latitude,Longitude,AreaType,PollutionIND,DGCargoReleaseIND,TotalFatalities,SeriousInjuries,NbVesselsInvolved,PrimaryVesselName,PrimaryVesselFlag,PrimaryVesselType,PrimaryVesselSubType,PrimaryVesselGrossTonnage,PrimaryVesselYearBuilt,PrimaryVesselYearRebuilt,PrimaryVesselActivityType,PrimaryVesselActivitySubType,PrimaryVesselLossIND,PRODUCTION_DT
M16C0163,2016,2016-09-10,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"Windsor, ON.",2.5,42.295,-83.0866,RIVER,NO,NO,0,0,1,NORMAN MCLEOD,CANADA,BARGE - LIQUID CARGO,BARGE - PRODUCT,6809,2001,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16A0331,2016,2016-09-11,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Cape Sable Island, NS",77,42.19333,-66.1083,AT SEA (GENERAL),NO,NO,0,0,1,MARITIME HARVESTER,CANADA,FISHING,UNKNOWN,52.15,1998,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0334,2016,2016-09-11,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),ATLANTIC REGION,"Bedford Institue of Oceanography at Dartmoth, NS.",,44.68181,-63.6126,HARBOUR AREA,NO,NO,0,0,1,CORPORAL MCLAREN M.M.V.,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),253,2013,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M16C0153,2016,2016-09-12,5,INCIDENT,INCIDENT,BOTTOM CONTACT,N/A,CENTRAL REGION,"Lagoon City, ON",0.05,44.54733,-79.2173,LAKE,NO,NO,0,0,1,C03224ON,CANADA,SERVICE SHIP,WORKBOAT,4.99,,,SERVICE,RESEARCH,NO,2018-08-15T10:01:40
M16P0337,2016,2016-09-12,5,INCIDENT,INCIDENT,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,PACIFIC REGION,Port Edward,1.25,54.25033,-130.3521,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,CAPITAL C,CANADA,TUG,N/A,70,1956,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M16P0339,2016,2016-09-13,5,INCIDENT,INCIDENT,BOTTOM CONTACT,N/A,PACIFIC REGION,"Ashworth Point, BC",0.1,49.9623,-124.9042,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,C01932BC,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,4.99,,,SERVICE,SAR,NO,2018-08-15T10:01:40
M16A0332,2016,2016-09-14,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),ATLANTIC REGION,"Wood Islands Braekwater, PE",1.3,45.93766,-62.7836,AT SEA (GENERAL),NO,NO,0,0,1,CAP NORD,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,33.79,2003,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M16F0017,2016,2016-09-14,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",FOREIGN WATERS,"In Stoneport, MI",,45.29833,-83.4196,HARBOUR AREA,NO,NO,0,0,1,ALGOLAKE,CANADA,CARGO - SOLID,BULK CARRIER,22852,1977,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0340,2016,2016-09-14,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Pochohontas Point, BC.",,48.9862,-124.909,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,C24641BC,CANADA,FISHING,GILLNETTER,9.99,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0333,2016,2016-09-15,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),ATLANTIC REGION,"Toney River, NS.",1,45.778,-62.8706,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,ROYALTY MIST,CANADA,FISHING,UNKNOWN,10,1987,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0158,2016,2016-09-15,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,CENTRAL REGION,"Thousand Islands International Bridge, ON.",0.19,44.35916,-75.982,RIVER,NO,NO,0,0,1,DOORNEKAMP CEMENT BARGE,CANADA,BARGE - CARGO SOLID,BARGE - BULK,2,,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0341,2016,2016-09-15,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Elk Bay, BC",,50.28535,-125.429,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,SANDY ISLE,CANADA,FISHING,GILLNETTER,14.79,1994,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0342,2016,2016-09-15,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Cracroft, BC",1.8,50.49223,-126.3657,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,PAPER CHASE,CANADA,FISHING,GILLNETTER,14.26,1962,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0343,2016,2016-09-15,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Tilbury Island, BC",0.2,49.14775,-123.0266,RIVER,NO,NO,0,0,1,WESTVIEW CHINOOK,CANADA,TUG,N/A,52.5,1981,,SERVICE,PUSHING,NO,2018-08-15T10:01:40
M16P0348,2016,2016-09-15,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"Port Hardy, BC",1.3,50.74166,-127.4716,HARBOUR AREA,NO,NO,0,0,1,BARTLETT,CANADA,SERVICE SHIP,WORKBOAT,1317.42,1969,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M16P0364,2016,2016-09-15,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Nanaimo,1,49.17833,-123.87,AT SEA (GENERAL),NO,NO,0,0,1,QUINSAM,CANADA,FERRY,PASSENGER/VEHICLE,1457.94,1982,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16P0346,2016,2016-09-16,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"Saltspring Island, BC",0.7,48.71748,-123.4282,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,W.E. RICKER,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),1104.45,1978,,SERVICE,RESEARCH,NO,2018-08-15T10:01:40
M16P0350,2016,2016-09-16,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"Ogden Point cruise ship terminal, Victoria, BC",,48.4157,-123.3919,HARBOUR AREA,NO,NO,0,0,1,GRAND PRINCESS,BERMUDA,PASSENGER,PASSENGER - CARGO,108806,1998,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16A0343,2016,2016-09-17,5,INCIDENT,INCIDENT,RISK OF GROUNDING,N/A,ATLANTIC REGION,"Voisey's Bay, NL",0.1,56.26666,-62.0166,BAY,NO,NO,0,0,2,OCEAN DELTA,CANADA,TUG,N/A,722.38,1973,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M16A0344,2016,2016-09-17,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"North Cape, PE",4.1,47.11933,-63.9546,AT SEA (GENERAL),NO,NO,0,0,1,BERGERON'S PRIDE,CANADA,FISHING,UNKNOWN,,,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16P0344,2016,2016-09-17,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"Aristazabal Island, BC",0.2,52.71866,-129.0733,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,ELORA JANE,CANADA,FISHING,TRAP,81.92,1978,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0347,2016,2016-09-17,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"Burrard Pier, North Vancouver, BC.",,49.30965,-123.0851,HARBOUR AREA,NO,NO,0,0,1,M. CHARLES M.B.,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),253,2014,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M16C0154,2016,2016-09-18,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,CENTRAL REGION,"Carleton, QC",5.5,48.06666,-66.25,BAY,NO,NO,0,0,1,CANISTO,CANADA,FISHING,UNKNOWN,12.7,1999,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0440,2016,2016-09-18,5,INCIDENT,INCIDENT,BOTTOM CONTACT,N/A,PACIFIC REGION,Davidson Bay,0.37,49.13352,-123.7802,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,C08163BC,CANADA,SERVICE SHIP,PATROL VESSEL (HARBOUR/SECURITY/RCMP),5,,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M16A0335,2016,2016-09-19,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Lockeport, NS",30,43.37833,-64.57,AT SEA (GENERAL),NO,NO,0,0,1,COURTNEY AND KIARA,CANADA,FISHING,UNKNOWN,14.79,2002,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0336,2016,2016-09-19,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",ATLANTIC REGION,"Funk Island, NL",31.3,49.98333,-52.45,AT SEA (GENERAL),NO,NO,0,1,1,OCEAN CHAMPION,CANADA,FISHING,UNKNOWN,99.53,1989,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16A0346,2016,2016-09-19,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,ATLANTIC REGION,"Port aux Basques ferry dock, NL.",,47.5754,-59.136,HARBOUR AREA,NO,NO,0,0,1,HIGHLANDERS,CANADA,FERRY,PASSENGER/VEHICLE,28460,2005,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16C0155,2016,2016-09-19,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Pointe-�-Boisvert CIP 4, QC",0.5,48.44,-69.0083,AT SEA (GENERAL),NO,NO,0,0,1,VECTIS CASTLE,CANADA,CARGO - SOLID,GENERAL CARGO,7227,2013,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0349,2016,2016-09-19,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Gabriola Island, BC",0.25,49.154,-123.864,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,NEOCALIGUS,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),98.5,1989,,SERVICE,RESEARCH,NO,2018-08-15T10:01:40
M16P0356,2016,2016-09-19,5,INCIDENT,INCIDENT,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,PACIFIC REGION,Portland Island,0.53,48.74,-123.3891,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,SKEENA QUEEN,CANADA,FERRY,PASSENGER/VEHICLE,2652,1996,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16C0157,2016,2016-09-20,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Port of Valleyfield, QC",,45.22286,-74.0897,HARBOUR AREA,NO,NO,0,0,1,MITIQ,CANADA,CARGO - SOLID,GENERAL CARGO,8448,1995,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0351,2016,2016-09-20,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Pachena Pt, BC",15.7,48.96833,-125.2166,AT SEA (GENERAL),NO,NO,0,0,1,MAINE EHIME,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,32309,2012,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16C0156,2016,2016-09-21,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",CENTRAL REGION,"Dofasco Dock 1, Hamilton, ON",,43.27233,-79.7875,HARBOUR AREA,NO,NO,0,0,1,TIM S. DOOL,CANADA,CARGO - SOLID,BULK CARRIER,18700,1967,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0352,2016,2016-09-21,5,INCIDENT,INCIDENT,BOTTOM CONTACT,N/A,PACIFIC REGION,New Westminster,0.11,49.21583,-122.8901,RIVER,NO,NO,0,0,2,SEASPAN 538,CANADA,BARGE - CARGO SOLID,BARGE - BULK,2166,2012,,,,NO,2018-08-15T10:01:40
M16A0337,2016,2016-09-22,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Clark's Harbour, NS",7,43.33333,-65.65,AT SEA (GENERAL),NO,NO,0,0,1,ORGANIZED CRIME,CANADA,FISHING,UNKNOWN,24.81,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0338,2016,2016-09-22,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Little Dover, NS.",119.5,43.56666,-59.6333,AT SEA (GENERAL),NO,NO,0,0,1,LADY FAITH I,CANADA,FISHING,LONG LINER,57.8,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0339,2016,2016-09-23,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Louisbourg, NS",18,45.70083,-59.6875,AT SEA (GENERAL),NO,NO,0,0,1,IDLE OARS II,CANADA,FISHING,UNKNOWN,14.69,1986,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0160,2016,2016-09-23,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Pointe-au-Pic, QC",2,47.60888,-70.1019,RIVER,NO,NO,0,0,1,MARIA DESGAGNES,CANADA,CARGO - LIQUID,PRODUCT/CHEMICAL TANKER,8848,1998,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0354,2016,2016-09-23,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,Bloedel,0.38,50.12916,-125.3805,BAY,NO,NO,0,0,1,SQUAMISH WARRIOR,CANADA,TUG,N/A,14.64,1970,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16P0355,2016,2016-09-23,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,Tofino,1.05,49.16783,-125.926,CHANNEL / STRAIT / SOUND,YES,NO,0,0,1,NADEN ISLE,CANADA,FISHING,TRAWLER,26.01,1964,,UNKNOWN,N/A,YES,2018-08-15T10:01:40
M16A0340,2016,2016-09-24,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Cape Bauld, NL",100,51.09166,-52.9148,AT SEA (GENERAL),NO,NO,0,0,1,LADY THERESA II,CANADA,FISHING,UNKNOWN,99.88,1979,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16C0159,2016,2016-09-24,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"In Clarkson Habour, ON.",,43.4837,-79.609,HARBOUR AREA,NO,NO,0,0,1,ROBERT S. PIERSON,CANADA,CARGO - SOLID,BULK CARRIER,12792,1974,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16C0161,2016,2016-09-24,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Rivi�re-au-Renard, QC",28,49.19966,-63.7546,AT SEA (GENERAL),NO,NO,0,0,1,CAP D'ESPOIR,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,33.79,2004,,SERVICE,SAR,NO,2018-08-15T10:01:40
M16C0162,2016,2016-09-24,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Rivi�re-au-Renard, QC",28,49.19966,-63.7546,AT SEA (GENERAL),NO,NO,0,0,1,ENMALI,CANADA,FISHING,UNKNOWN,99.77,2003,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0168,2016,2016-09-24,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,CENTRAL REGION,"Toronto, ON",0.5,43.6322,-79.3747,HARBOUR AREA,NO,NO,0,0,2,C24295ON,CANADA,SERVICE SHIP,WORKBOAT,4.99,,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16P0353,2016,2016-09-24,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Dodd Island,1.09,48.94027,-125.3538,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,W.E. RICKER,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),1104.52,1978,,SERVICE,SAR,NO,2018-08-15T10:01:40
M16A0341,2016,2016-09-25,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Isles Aux Morts, NL",1.5,47.55833,-58.9833,AT SEA (GENERAL),NO,NO,0,0,1,CRYSTAL BROTHER,CANADA,FISHING,UNKNOWN,,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0166,2016,2016-09-26,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",CENTRAL REGION,"Goderich Harbour, ON",0,43.74483,-81.7226,HARBOUR AREA,NO,NO,0,0,1,CAPT. HENRY JACKMAN,CANADA,CARGO - SOLID,BULK CARRIER,19643,1981,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0358,2016,2016-09-26,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,Cliff Point,1,53.51486,-130.381,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,COAST HARVESTER II,CANADA,FISHING,UNKNOWN,14.31,1980,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0385,2016,2016-09-26,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"Fairview Terminal, Prince Rupert, BC.",,54.28662,-130.3642,HARBOUR AREA,NO,NO,0,0,1,SMIT SABA,CANADA,TUG,N/A,285,2009,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M16F0018,2016,2016-09-27,5,INCIDENT,INCIDENT,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,FOREIGN WATERS,"Middle Island, MI, USA",8,45.17166,-83.1033,LAKE,NO,NO,0,0,2,CEDARGLEN,CANADA,CARGO - SOLID,BULK CARRIER,18531.24,1959,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0357,2016,2016-09-27,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,Dodd Narrows,0.1,49.13386,-123.8176,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,RUSKIN CHARLIE CONSTRUCTOR,CANADA,BARGE - OTHER,BARGE - WORK/CONSTRUCTION/SALVAGE/ACCOMODATION,423,1943,,,,NO,2018-08-15T10:01:40
M16A0342,2016,2016-09-28,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,ATLANTIC REGION,"Bellburns, NL.",22.5,50.517,-58.0386,AT SEA (GENERAL),NO,NO,0,0,1,ATLANTIC PROVIDER,CANADA,FISHING,UNKNOWN,86.11,1966,,FISHING,FISHING,YES,2018-08-15T10:01:40
M16C0175,2016,2016-09-28,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Lake Ontario, ON",,43.65833,-77.7516,LAKE,NO,NO,0,0,1,BEATRIX,NETHERLANDS,CARGO - SOLID,GENERAL CARGO,8911,2009,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0360,2016,2016-09-28,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Harbledown Island,2.85,50.57985,-126.4362,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,MATTIAS,CANADA,FISHING,TRAWLER,13.8,1979,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0167,2016,2016-09-29,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Grondines, QC",0.6,46.5873,-72.0176,RIVER,NO,NO,0,0,1,ATLANTIC HURON,CANADA,CARGO - SOLID,BULK CARRIER,23054,1984,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16C0170,2016,2016-09-29,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Baie-Comeau, QC",15,49.01478,-68.1565,RIVER,NO,NO,0,0,1,MARSGRACHT,NETHERLANDS,CARGO - SOLID,GENERAL CARGO,9524,2011,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0361,2016,2016-09-29,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Cape Scott,3,50.76378,-128.5042,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,THUNDER IX,CANADA,TUG,N/A,14.84,1965,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M16C0169,2016,2016-09-30,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,"L'Anse-de-Roche, QC",0.1,48.22195,-69.8787,BAY,NO,NO,0,0,1,CAP PERCE,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,33.79,2005,,SERVICE,SAR,NO,2018-08-15T10:01:40
M16P0397,2016,2016-09-30,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Sea Island,0.04,49.19311,-123.2134,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,Other - Hovercraft,N/A,SHIPS BOAT,Other,,,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16A0348,2016,2016-10-01,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Cape St. Mary's, NS",23,44.06533,-66.7863,AT SEA (GENERAL),NO,NO,0,0,1,SILKY WAVE,CANADA,FISHING,UNKNOWN,43.47,1988,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0349,2016,2016-10-01,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"Cape Bauld, NL",141,51.665,-51.65,AT SEA (GENERAL),NO,NO,0,0,1,OCEAN GLIDER,CANADA,FISHING,UNKNOWN,112.09,1989,,FISHING,TEST FISHING/RESEARCH,NO,2018-08-15T10:01:40
M16C0176,2016,2016-10-01,5,INCIDENT,INCIDENT,BOTTOM CONTACT,N/A,CENTRAL REGION,"Port-Colborne, ON.",0.4,42.89166,-79.2483,CANAL,NO,NO,0,0,1,FEDERAL KIVALINA,CHINA,CARGO - SOLID,CONTAINER SHIP,20659,2000,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0362,2016,2016-10-01,3,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,Tofino,8.36,49.2448,-125.7474,BAY,NO,NO,0,0,1,STELLAR SEA,CANADA,PASSENGER,PASSENGER ONLY,27.89,2006,,CARRIAGE OF PEOPLE,EXCURSION - ECO TOURISM,NO,2018-08-15T10:01:40
M16P0395,2016,2016-10-01,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,PACIFIC REGION,"Centerm 5, Vancouver Harbour, BC",,49.28935,-123.0947,HARBOUR AREA,NO,NO,0,0,2,SST TIGER SUN,CANADA,TUG,N/A,147.27,1999,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M16A0350,2016,2016-10-02,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Fourchu, NS.",74.25,44.374,-59.0316,AT SEA (GENERAL),NO,NO,0,0,1,WHISKEY BILL 2012,CANADA,FISHING,LONG LINER,41.08,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0171,2016,2016-10-02,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Lake Superior, ON",,47.80765,-86.9283,LAKE,NO,NO,0,0,1,SAGINAW,CANADA,CARGO - SOLID,BULK CARRIER,14066,1953,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
